relationship_id,source_id,source,relationship,target_id,target,evidence,period,evidence_summary,basis,follow_up,source_url
,200091,Catherine Anne Cobden,grouped under,COL-013,Free trade and Liberalism,On the record,,,"Filed under “Free Trade” in the source's own Category column: Free Trade, Women's Education",,https://www.oxforddnb.com/display/10.1093/ref%3Aodnb/9780198614128.001.0001/odnb-9780198614128-e-56224
,200004,"Unnamed founder, Society for the Abolition of Slavery",grouped under,COL-011,Anti-slavery campaigning,On the record,,,Filed under “Anti Slavery” in the source's own Category column: Anti Slavery,,https://en.wikipedia.org/wiki/Society_for_Effecting_the_Abolition_of_the_Slave_Trade
,200005,Granville Sharp,grouped under,COL-011,Anti-slavery campaigning,On the record,,,Filed under “Anti Slavery” in the source's own Category column: Anti Slavery,,https://www.npg.org.uk/collections/search/person/mp04066/granville-sharp
,200002,Greg family,grouped under,COL-011,Anti-slavery campaigning,On the record,,,Filed under “Anti Slavery” in the source's own Category column: Anti Slavery,,https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/quarry-bank/history-of-quarry-bank
,200012,John Bright,grouped under,COL-013,Free trade and Liberalism,On the record,,,Filed under “Free Trade/Liberals” in the source's own Category column: Free Trade/Liberals / Filed under “Free Trade” in the source's own Category column: Free Trade/Liberals,,https://en.wikipedia.org/wiki/John_Bright
,200003,Lees family,grouped under,COL-011,Anti-slavery campaigning,On the record,,,Filed under “Anti Slavery” in the source's own Category column: Anti Slavery,,https://manchesterartgallery.org/collections/
,200006,Thomas Clarkson,grouped under,COL-011,Anti-slavery campaigning,On the record,,,Filed under “Anti Slavery” in the source's own Category column: Anti Slavery,,https://en.wikipedia.org/wiki/Thomas_Clarkson
,200110,Russell Scott,grouped under,COL-018,Industry and manufacture,On the record,,,Filed under “Industry” in the source's own Category column: Industry,,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
,200028,Hugh Hornby Birley,grouped under,COL-015,"Charitable work, status and local power",On the record,,,"Filed under “Charitable work, status and local power” in the source's own Category column: Charitable work, status and local power",,https://en.wikipedia.org/wiki/Hugh_Hornby_Birley
,200106,William Cowdroy Jr.,grouped under,COL-016,Journalism,On the record,,,Filed under “Journalism” in the source's own Category column: Journalism,,https://www.theguardian.com/gnm-archive/2016/apr/01/the-manchester-guardian-agreement-gnm-archive-teaching-resource-april-2016
,200108,Archibald Prentice,grouped under,COL-016,Journalism,On the record,,,Filed under “Journalism” in the source's own Category column: Journalism,,https://pure.manchester.ac.uk/ws/portalfiles/portal/86863970/FULL_TEXT.PDF
,200111,John Edward Taylor II,grouped under,COL-016,Journalism,On the record,,,Filed under “Journalism” in the source's own Category column: Journalism,,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
,200063,Pablo Fanque,grouped under,COL-022,Circus and popular performance,On the record,,,Filed under “Circus” in the source's own Category column: First recorded non-white British circus owner,,https://100greatblackbritons.com/bios/Pablo_Fanque.htm
,200101,Sir George Philips,grouped under,COL-017,Elected politics and local power,On the record,,,Filed under “Politics” in the source's own Category column: Politics,,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
,200104,Thomas Potter,grouped under,COL-017,Elected politics and local power,On the record,,,Filed under “Politics” in the source's own Category column: Politics,,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
,200100,John Edward Taylor,grouped under,COL-016,Journalism,On the record,,,Filed under “Journalism” in the source's own Category column: Journalism,,https://www.theguardian.com/news/ng-interactive/2023/mar/28/the-cotton-thread-guardian-founders-slavery-john-edward-taylor
,200102,John Shuttleworth,grouped under,COL-018,Industry and manufacture,On the record,,,Filed under “Industry” in the source's own Category column: Industry,,https://pure.manchester.ac.uk/ws/portalfiles/portal/86863970/FULL_TEXT.PDF
,200024,John Rylands,grouped under,COL-021,"Royal Jubilee Exhibition, 1887",On the record,,,Filed under “Manchester Royal Jubilee Exhibition” in the source's own Category column: Manchester Royal Jubilee Exhibition,,https://en.wikipedia.org/wiki/John_Rylands
,200018,J. A. Turner,grouped under,COL-014,Palmerstonian conservatism,On the record,,,Filed under “Palmerstonians/conservatives” in the source's own Category column: Palmerstonians/conservatives,,https://en.wikipedia.org/wiki/James_Aspinall_Turner
,200025,James Williamson,grouped under,COL-021,"Royal Jubilee Exhibition, 1887",On the record,,,Filed under “Manchester Royal Jubilee Exhibition” in the source's own Category column: Manchester Royal Jubilee Exhibition,,"https://en.wikipedia.org/wiki/Sir_James_Williamson,_1st_Baronet"
,200105,Richard Potter,grouped under,COL-017,Elected politics and local power,On the record,,,Filed under “Politics” in the source's own Category column: Politics,,https://archiveshub.jisc.ac.uk/data/gb97-collmisc0146
,200020,Benjamin Heywood,grouped under,COL-014,Palmerstonian conservatism,On the record,,,Filed under “Palmerstonians/conservatives” in the source's own Category column: Palmerstonians/conservatives,,https://www.natwestgroup.com/heritage/people/benjamin-heywood.html
,200103,Absalom Watkin,grouped under,COL-017,Elected politics and local power,On the record,,,Filed under “Politics” in the source's own Category column: Politics,,https://watkinsociety.org.uk/absalom-watkin.html
,200098,Susannah Marlaw,grouped under,COL-022,Circus and popular performance,On the record,,,"Filed under “Circus” in the source's own Category column: Circus, Performing Arts / Filed under “Performing Arts” in the source's own Category column: Circus, Performing Arts",,https://archives.shef.ac.uk/agents/people/299
,200107,Joseph Brotherton,grouped under,COL-017,Elected politics and local power,On the record,,,Filed under “Politics” in the source's own Category column: Religion/Politics,,https://en.wikipedia.org/wiki/Joseph_Brotherton
,200019,Daniel Adamson,grouped under,COL-014,Palmerstonian conservatism,On the record,,,Filed under “Palmerstonians/conservatives” in the source's own Category column: Palmerstonians/conservatives,,https://en.wikipedia.org/wiki/Daniel_Adamson
,200086,Caroline Martyn,grouped under,COL-023,Socialism and the labour movement,On the record,,,"Filed under “Socialism” in the source's own Category column: Socialism, Trade Unionism",,https://en.wikipedia.org/wiki/Caroline_Martyn
,200007,T. M. Gibson,grouped under,COL-011,Anti-slavery campaigning,On the record,,,Filed under “Anti Slavery” in the source's own Category column: Anti Slavery,,https://en.wikipedia.org/wiki/Thomas_Milner_Gibson
,200009,Arthur Brown Forwood,grouped under,COL-012,Pro-slavery interests,On the record,,,Filed under “Pro slavery” in the source's own Category column: Pro slavery,,https://www.oxforddnb.com/display/10.1093/ref%3Aodnb/9780198614128.001.0001/odnb-9780198614128-e-38693
,200010,Henry Dresser,grouped under,COL-012,Pro-slavery interests,On the record,,,Filed under “Pro slavery” in the source's own Category column: Pro slavery,,https://rylandscollections.com/2023/01/05/my-book-of-collectors-henry-eeles-dresser-and-victorian-ornithological-networks/
,200011,Julius Sichel,grouped under,COL-012,Pro-slavery interests,On the record,,,Filed under “Pro slavery” in the source's own Category column: Pro slavery,,https://vlex.co.uk/vid/sichel-v-mosenthal-806198805
,200092,Catherine Buck Clarkson,grouped under,COL-011,Anti-slavery campaigning,On the record,,,"Filed under “Anti-slavery” in the source's own Category column: Anti-slavery, Religious",,https://oac.cdlib.org/findaid/ark:/13030/tf8m3nb315/
,200008,Richard Cobden,grouped under,COL-011,Anti-slavery campaigning,On the record,,,"Filed under “Anti Slavery” in the source's own Category column: Anti Slavery, Free Trade/Liberals",,https://en.wikipedia.org/wiki/Richard_Cobden
,200008,Richard Cobden,grouped under,COL-013,Free trade and Liberalism,On the record,,,"Filed under “Free Trade/Liberals” in the source's own Category column: Anti Slavery, Free Trade/Liberals / Filed under “Free Trade” in the source's own Category column: Anti Slavery, Free Trade/Liberals",,https://en.wikipedia.org/wiki/Richard_Cobden
,200093,Jenny von Westphalen Marx,grouped under,COL-023,Socialism and the labour movement,On the record,,,"Filed under “Socialism” in the source's own Category column: Socialism, Exile",,https://en.wikipedia.org/wiki/Jenny_von_Westphalen
,200032,Jacob Bright,grouped under,COL-015,"Charitable work, status and local power",On the record,,,"Filed under “Charitable work, status and local power” in the source's own Category column: Charitable work, status and local power",,https://en.wikipedia.org/wiki/Jacob_Bright
,200027,John Pendlebury,grouped under,COL-019,Provision for blind and disabled people,On the record,,,Filed under “Disability” in the source's own Category column: Disability,,https://archives.wigan.gov.uk/entity/65598-john-pendlebury
,200033,Mark Philips,grouped under,COL-015,"Charitable work, status and local power",On the record,,,"Filed under “Charitable work, status and local power” in the source's own Category column: Charitable work, status and local power",,https://en.wikipedia.org/wiki/Mark_Philips_(politician)
,200030,Thomas Bazley,grouped under,COL-015,"Charitable work, status and local power",On the record,,,"Filed under “Charitable work, status and local power” in the source's own Category column: Charitable work, status and local power",,https://www.oxforddnb.com/view/10.1093/ref%3Aodnb/9780198614128.001.0001/odnb-9780198614128-e-1788?docPos=1
,200026,Thomas Henshaw Blind Asylum,grouped under,COL-019,Provision for blind and disabled people,On the record,,,Filed under “Disability” in the source's own Category column: Disability,,https://rylandscollections.com/2017/10/05/history-at-your-fingertips-celebrating-the-180th-anniversary-of-henshaws/
,200031,William Henry Holdsworth,grouped under,COL-015,"Charitable work, status and local power",On the record,,,"Filed under “Charitable work, status and local power” in the source's own Category column: Charitable work, status and local power",,"https://en.wikipedia.org/wiki/Sir_William_Houldsworth,_1st_Baronet"
,200029,William Romaine Callender Jr.,grouped under,COL-015,"Charitable work, status and local power",On the record,,,"Filed under “Charitable work, status and local power” in the source's own Category column: Charitable work, status and local power",,https://archive.org/download/annalsofmanchest00axon/annalsofmanchest00axon.pdf
,VM-ADD-009,Kate Isitt,grouped under,COL-016,Journalism,On the record,,,"Filed under “Journalist” in the source's own Category column: Journalist for Guardian, originally from New Zealand",,https://thedinnerpuzzle.com/portfolio/miss-isitt/
,NH-004,Joseph Sidebotham,grouped under,COL-018,Industry and manufacture,On the record,,,Filed under “Industry” in the source's own Category column: Industry; science; collecting,,https://www.euppublishing.com/doi/10.3366/anh.2015.0305
,NH-005,John Leigh Philips,grouped under,COL-018,Industry and manufacture,On the record,,,Filed under “Industry” in the source's own Category column: Industry; collecting; museum formation,,https://archiveshub.jisc.ac.uk/data/gb133-mma
,NH-009,Charles Bailey,grouped under,COL-020,Museum collections,On the record,,,Filed under “Museum collections” in the source's own Category column: Museum collections,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,NH-010,Cosmo Melvill,grouped under,COL-020,Museum collections,On the record,,,Filed under “Museum collections” in the source's own Category column: Museum collections,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,PL-BASE-004,Castlefield Basin,terminus of,PL-BASE-003,Bridgewater Canal,On the record,,,The Castlefield Basin record calls it the terminus of the Bridgewater Canal.,,
,PL-BASE-033,Castlefield Viaduct,crosses,PL-BASE-004,Castlefield Basin,On the record,,,Both records place these structures in Castlefield: the basin and the railway viaduct above it.,,
,PL-BASE-056,Warehouses,stood around,PL-BASE-004,Castlefield Basin,On the record,,,"The warehouse record names the Castlefield area, where the basin is.",,
,PL-BASE-035,Port of Manchester,created by,PL-BASE-034,Manchester Ship Canal,On the record,,,The Port of Manchester record says it was established following the opening of the Manchester Ship Canal.,,
,ORG-BASE-002,Manchester Powers (Improvement Act),extended the powers of,ORG-BASE-001,Manchester Corporation,On the record,,,The Improvement Act record says it gave expanded administrative powers to the Corporation.,,
,200046,Mosley familu,sold the manorial rights to,ORG-BASE-001,Manchester Corporation,On the record,,,The Mosley family record says they sold the rights of lord of the manor of Manchester to Manchester Corporation in 1846.,,
,200081,Mary Burns,brought him to Manchester,200035,Friedrich Engels,On the record,,,Mary Burns's record says she introduced Engels to Manchester.,,
,200074,Annie Horniman,founded and managed,PL-GAIETY,"Gaiety Theatre, Manchester",On the record,,,Annie Horniman's record says she founded and managed the Gaiety Theatre.,,
,200071,Miss Lala,performed at,PL-GAIETY,"Gaiety Theatre, Manchester",On the record,,,"Miss Lala's record says she frequently performed at the Gaiety Theatre, Manchester.",,
,200057,Robert Owen,milled on,PL-BASE-058,River Medlock,On the record,,,Robert Owen's record places his mills on Oxford Road and the River Medlock.,,
,200072,Edward Potts,built mills like these,PL-BASE-045,Cotton mills,On the record,,,"Edward Potts's record says he designed and built multiple mills, especially in Oldham.",,
,200048,Murray brothers,ran mills in Ancoats,PL-BASE-045,Cotton mills,On the record,,,The Murray brothers' record files them as factory owners in Ancoats.,,
,200049,James McConnel,ran mills in Ancoats,PL-BASE-045,Cotton mills,On the record,,,McConnel's record files him as a factory owner in Ancoats.,,
,200050,John Kennedy,ran mills in Ancoats,PL-BASE-045,Cotton mills,On the record,,,Kennedy's record files him as a factory owner in Ancoats.,,
,200039,Marie Stopes,studied at,PL-BASE-021,Owen's College (precursor to University of Manchester),On the record,,,"Marie Stopes's record says she studied at Manchester University, of which Owens College was the precursor.",,
,200053,John Dalton,commemorated by a statue at,PL-BASE-002,Manchester Royal Infirmary,On the record,,,"The record files John Dalton under ""statues MRI"" - the statues outside the Manchester Royal Infirmary.",,
,200054,James Watt,commemorated by a statue at,PL-BASE-002,Manchester Royal Infirmary,On the record,,,"The record files James Watt under ""statues MRI"" - the statues outside the Manchester Royal Infirmary.",,
,200055,Duke of Wellington,commemorated by a statue at,PL-BASE-002,Manchester Royal Infirmary,On the record,,,"The record files the Duke of Wellington under ""statues MRI"" - the statues outside the Manchester Royal Infirmary.",,
,200045,Alfred Waterhouse,architect of,PL-BASE-029,Manchester Town Hall,On the record,,,"The record gives his category simply as ""Town hall"".",,
,TL-WOM-014,Opening of Peel Park,happened at,PL-BASE-013,Peel Park,On the record,,,The event is the opening of Peel Park.,,
,TL-WOM-015,Inauguration of Salford Museum and Art Gallery,happened at,PL-BASE-020,Salford Museum and Art Gallery,On the record,,,The event is the inauguration of Salford Museum and Art Gallery.,,
,PL-BASE-014,Philips Park,opened the same year as,PL-BASE-013,Peel Park,On the record,,,"Both records give 1846, and the Peel Park record says the parks were funded by public subscription.",,
,PL-BASE-015,Queens Park,opened the same year as,PL-BASE-013,Peel Park,On the record,,,"Both records give 1846, and the Peel Park record says the parks were funded by public subscription.",,
,PL-BASE-026,Strangeways Prison,part of the same complex as,PL-BASE-025,Police Courts & Assizes (Strangeways),On the record,,,Both records name Strangeways: the prison and the police courts and assizes beside it.,,
,PL-BASE-016,Bank of England (King Street),on the same street as,PL-BASE-040,Lloyds Bank (King Street),On the record,,,Both records give King Street.,,
,ORG-BASE-011,Manchester Co-operative Society,traded from,PL-BASE-027,Co-operative Wholesale Society (CWS) Stores,On the record,,,The CWS record describes the six-storey Balloon Street warehouse; the Co-operative Society record describes the movement that ran it.,,
,ORG-BASE-007,Ladies' Educational Association,shared its ground with,PL-BASE-051,The Hulme Hall Settlement,On the record,,,The Hulme Hall Settlement record names women's reform work and university extension courses; the Association's record names women's access to higher education.,,
,200059,William Fairbairn,shares the collection's category with,200052,Richard Lane,On the record,,,"Both records carry ""campaigning and design for outdoor public spaces"".",,
,VM-ADD-002,William Duckworth,son-in-law of,VM-ADD-003,Robert Philips,On the record,,,Duckworth's record says he was a Unitarian attorney and son-in-law of Robert Philips.,,
,VM-ADD-002,William Duckworth,recorded together in 1826,200100,John Edward Taylor,On the record,,,Duckworth's record says that along with John Edward Taylor and George William Wood he was recorded in 1826 as supporting meliorating the condition of the slave population of the colonies.,,
,VM-ADD-002,William Duckworth,recorded together in 1826,VM-ADD-006,George William Wood,On the record,,,Duckworth's record names George William Wood alongside him in the same 1826 record.,,
,VM-ADD-003,Robert Philips,cousin of,200101,Sir George Philips,On the record,,,Robert Philips's record calls him the cousin of Sir George Philips.,,
,VM-ADD-006,George William Wood,"partner in Philips, Wood & Co with",VM-ADD-003,Robert Philips,On the record,,,"Wood's record names him a partner in Philips, Wood & Co and Shuttleworth, Taylor & Co, the firms named on Robert Philips's record.",,
,VM-ADD-007,Thomas Johnson,named in the Manchester Guardian loan agreement,COL-009,The Little Circle,On the record,,,The record says the original Manchester Guardian loan agreement names him as a merchant.,,
,VM-ADD-008,Thomas Wilkins,named in the Manchester Guardian loan agreement,COL-009,The Little Circle,On the record,,,The record says the original Manchester Guardian loan agreement names him as a merchant.,,
,VM-ADD-009,Kate Isitt,wrote for,PL-GUARDIAN,Manchester Guardian offices,On the record,,,Her record describes a journalist for the Guardian.,,
,VM-ADD-001,Edward Baxter,part of,COL-003,Textile wealth,On the record,,,"The record describes a cotton merchant, manufacturer and calico printer linked to the transatlantic slave economy.",,
,VM-ADD-002,William Duckworth,part of,COL-003,Textile wealth,On the record,,,The record describes an attorney who would have benefited from the cotton trade through family property.,,
,VM-ADD-003,Robert Philips,part of,COL-003,Textile wealth,On the record,,,"The record describes partnerships in Philips, Wood & Co and familial relations with enslaving families.",,
,VM-ADD-004,Samuel Pullein,part of,COL-003,Textile wealth,On the record,,,The record describes a calico printer associated with transatlantic slavery.,,
,VM-ADD-005,Thomas B. W. Sanderson,part of,COL-003,Textile wealth,On the record,,,The record describes a merchant and manufacturer of cotton goods linked to transatlantic slavery.,,
,VM-ADD-006,George William Wood,part of,COL-003,Textile wealth,On the record,,,"The record describes a leading Manchester merchant, twice president of the Chamber of Commerce, linked to transatlantic slavery.",,
,VM-ADD-007,Thomas Johnson,part of,COL-003,Textile wealth,On the record,,,The record names him a merchant in the Manchester Guardian loan agreement.,,
,VM-ADD-008,Thomas Wilkins,part of,COL-003,Textile wealth,On the record,,,"The record lists him as a cotton merchant, which the source says suggests a link to slavery.",,
,200049,James McConnel,business partner of,200050,John Kennedy,Not yet confirmed,,,McConnel and Kennedy ran the Ancoats firm together. The collection files both as factory owners in Ancoats without naming the partnership.,,
,200045,Alfred Waterhouse,architect of,PL-BASE-026,Strangeways Prison,Not yet confirmed,,,Alfred Waterhouse designed Strangeways prison and its assize courts as well as the town hall. The record gives only the town hall.,,
,PL-BASE-013,Peel Park,named after,200036,Robert Peel,Not yet confirmed,,,"Peel Park in Salford was named for Sir Robert Peel, whose record is filed under Salford.",,
,PL-BASE-014,Philips Park,named after,200033,Mark Philips,Not yet confirmed,,,"Philips Park was named for Mark Philips, who campaigned and subscribed for it. The record spells the surname Phillips.",,
,PL-BASE-020,Salford Museum and Art Gallery,stands in,PL-BASE-013,Peel Park,Not yet confirmed,,,Salford Museum and Art Gallery stands in Peel Park. The collection keeps them as two separate records.,,
,TL-BASE-001,Reform Act passed; working-class agitation grows in Manchester.,returned him to Parliament,200033,Mark Philips,Not yet confirmed,,,Mark Philips became one of Manchester's first two MPs at the election that followed the 1832 Reform Act.,,
,ORG-BASE-008,Manchester Statistical Society,founded by,200020,Benjamin Heywood,Not yet confirmed,,,Benjamin Heywood was among the founders of the Manchester Statistical Society in 1833. The record has him only as an MP and philanthropist.,,
,PL-BASE-036,Thirlmere viaduct,built by,ORG-BASE-001,Manchester Corporation,Not yet confirmed,,,The Thirlmere aqueduct was built by Manchester Corporation to bring Lake District water to the city.,,
,PL-BASE-031,Lewis's,traded on,PL-BASE-007,Market Street,Not yet confirmed,,,Lewis's opened its Manchester store on Market Street in 1880.,,
,PL-BASE-046,Ashton Canal,joins the network at,PL-BASE-057,Piccadilly Basin,Not yet confirmed,,,"The Ashton Canal met the Rochdale Canal at Ducie Street, on the Piccadilly basin.",,
,PL-BASE-005,Rochdale Canal,joins the network at,PL-BASE-057,Piccadilly Basin,Not yet confirmed,,,The Rochdale Canal runs through the Piccadilly basin on its way across the city.,,
,PL-BASE-018,St. John's Cathedral,the other cathedral,PL-BASE-042,Manchester Cathedral,Not yet confirmed,,,St John's is the Roman Catholic cathedral of the Salford diocese; Manchester Cathedral is the Anglican one. The collection files both under Manchester.,,
,200064,Charlotte Brontë,friend and biographer,200082,Elizabeth Gaskell,Not yet confirmed,,,"Elizabeth Gaskell and Charlotte Bronte were friends, and Gaskell wrote her life. The collection records Bronte's Manchester stay but connects her to nobody.",,
,200089,Mary Louisa Armitt,field naturalist,COL-002,Manchester field naturalists,Not yet confirmed,,,Her record describes an ornithologist and polymath born in Salford; the collection leaves her unattached to any natural-history record.,,
,200059,William Fairbairn,father of,VM-ADD-010,Thomas Fairbairn,Not yet confirmed,,,"William Fairbairn the engineer was the father of Thomas Fairbairn, who chaired the Art Treasures executive. The collection spelled the engineer's surname Fairburn; corrected here.",,
,200062,Lily Maxwell,took to the poll by,200068,Lydia Becker,Not yet confirmed,,,Lily Maxwell voted in 1867 after Lydia Becker found her name on the register and took her to the poll; the Chorlton v Lings case followed.,,
,200079,Annie Kenney,militant of,ORG-BASE-005,Manchester National Society for Women's Suffrage,Not yet confirmed,,,Annie Kenney led WSPU organising out of Manchester; the collection records the suffrage society but connects her to nothing.,,
,200076,Hannah Mitchell,organised with,ORG-BASE-004,Manchester and Salford Women's Trades Council,Not yet confirmed,,,"Hannah Mitchell's own record names the ILP and trade unions, which the collection does not resolve; the Women's Trades Council is its nearest body.",,
,200022,Mary Corkling,food campaigner,ORG-BASE-014,Vegetarian Society,Not yet confirmed,,,"The Vegetarian Society, founded in Salford, is the collection's only food-reform body; her record calls her an artist and food campaigner without naming one.",,
,PL-BASE-053,Manchester Stock Exchange (Norfolk Street),the same commercial quarter as,PL-BASE-016,Bank of England (King Street),A reading,,,"Bank, exchange and banking hall within a few streets of each other; the collection records the buildings but not the quarter they make.",,
,PL-BASE-052,Refuge Assurance Building (PL-BASE-052),the same commercial quarter as,PL-BASE-053,Manchester Stock Exchange (Norfolk Street),A reading,,,"Two Edwardian commercial palaces built within a decade of each other, both now hotels.",,
,PL-BASE-038,Hotels,built in the same decade and manner as,PL-BASE-053,Manchester Stock Exchange (Norfolk Street),A reading,,,Both records describe Edwardian Baroque buildings of the 1900s.,,
,PL-BASE-043,Manchester Grammar School,the other side of the education argument from,ORG-BASE-007,Ladies' Educational Association,A reading,,,The Grammar School record calls it a historically male institution and part of broader education debates; the Ladies' Educational Association is the counterpart claim.,,
,PL-BASE-054,Victoria Baths,"women's provision, like",PL-BASE-051,The Hulme Hall Settlement,A reading,,,"One record claims the baths mattered for women's health and hygiene, the other that the settlement mattered for women's reform work. Neither names the other.",,
,200061,Harry Stokes,policed the same city as,200070,Jerome Caminada,A reading,,,"Two Manchester police records a generation apart, one a constable who lived as a man, one the detective who raided a Hulme drag ball. The collection connects neither to a force.",,
,200075,Arthur Wharton,"a first in his sport, like",200080,James Peters,A reading,,,"Both records mark a first for a black sportsman in England, in Tameside and Salford; the collection keeps them apart.",,
,200067,Agnes Foster,"Salford religious welfare, like",ORG-BASE-015,Manchester and Salford Boys and Girls Refuge,A reading,,,"A Salvationist in Eccles and a Salford children's refuge, both 1870s religious welfare. Neither record names the other.",,
,PL-BASE-049,The Pankhurst Centre (building: Nelson St.),home of,200021,Emmeline Pankhurst,On the record,,,The Pankhurst Centre record calls the building the birthplace of the suffragette movement and the home of Emmeline Pankhurst.,,
,PL-BASE-037,John Rylands Library,founded by,200040,Enriqueta Augustina Rylands,On the record,,,The John Rylands Library record says it was funded by Enriqueta Rylands in memory of her husband.,,
,PL-BASE-037,John Rylands Library,memorial to,200024,John Rylands,On the record,,,"The library record names it a memorial to her husband, John Rylands.",,
,200073,Alice Cooke,catalogued the collection of,200040,Enriqueta Augustina Rylands,On the record,,,Alice Cooke's record says she catalogued the Enriqueta collection.,,
,PL-BASE-032,Whitworth Art Gallery,founded from the bequest of,200023,Joseph Whitworth,Not yet confirmed,,,The Whitworth record says it was founded from a bequest; Joseph Whitworth's is the bequest in question. The workbook does not name him on the record.,,
,200003,Lees family,gave collections to,PL-BASE-032,Whitworth Art Gallery,On the record,,,The Lees family record says their material went to Manchester Art Gallery and the Whitworth.,,
,200003,Lees family,gave collections to,PL-BASE-008,Manchester Art Gallery,On the record,,,The Lees family record says their material went to Manchester Art Gallery and the Whitworth.,,
,200066,Sarah Parker Remond,spoke at,PL-BASE-048,Athenaeum (Princess Street),On the record,,,Sarah Parker Remond's record says she delivered speeches in the Manchester Athenaeum.,,
,ORG-BASE-009,Manchester Athenaeum,met in,PL-BASE-048,Athenaeum (Princess Street),On the record,,,The Athenaeum on Princess Street is the building the Manchester Athenaeum occupied.,,
,200041,James Groves,founded,PL-BASE-039,Salford Lads Club,On the record,,,"James Groves's record files him as a founder under ""Salford Lads Club, Groves and Whitnall Breweries"".",,
,200042,William Groves,founded,PL-BASE-039,Salford Lads Club,On the record,,,"William Groves's record files him as a founder under ""Salford Lads Club, Groves and Whitnall Breweries"".",,
,200051,J. Arnout,made a lithograph of,PL-BASE-002,Manchester Royal Infirmary,On the record,,,"J. Arnout's record is a lithograph of the Royal Infirmary, 1857.",,
,200088,Helen Brotherton,daughter of,200107,Joseph Brotherton,On the record,,,Helen Brotherton's record calls her the daughter of Martha and Joseph Brotherton.,,
,200088,Helen Brotherton,vice-president of,ORG-BASE-014,Vegetarian Society,On the record,,,Her record makes her vice-president of the Vegetarian Society.,,
,200038,Mary Brotherton,vegetarianism,ORG-BASE-014,Vegetarian Society,On the record,,,Mary Brotherton's record files her under Vegetarianism; the Vegetarian Society is the collection's body for it.,,
,ORG-BASE-013,Bible Christian Church,founded the society,ORG-BASE-014,Vegetarian Society,On the record,,,"The Bible Christian Church record says it promoted vegetarianism, temperance and social reform; the Vegetarian Society grew out of it in Salford.",,
,PL-BASE-024,Weaste Cemetery,burial place of,200107,Joseph Brotherton,On the record,,,The Weaste Cemetery record names Joseph and Martha Brotherton among those buried there.,,
,PL-BASE-024,Weaste Cemetery,burial place of,200087,Martha Brotherton,On the record,,,The Weaste Cemetery record names Joseph and Martha Brotherton among those buried there.,,
,200044,Bishop James Fraser,bishop of,ORG-BASE-003,Manchester Diocese,On the record,,,Bishop James Fraser held the see the Manchester Diocese record describes.,,
,200044,Bishop James Fraser,commemorated in Albert Square,PL-BASE-029,Manchester Town Hall,On the record,,,"His record says his statue stands in Albert Square, outside the town hall.",,
,200060,Joseph Heron,built it as town clerk,PL-BASE-029,Manchester Town Hall,On the record,,,Joseph Heron's record says the town clerk led on building the town hall to Waterhouse's design.,,
,200060,Joseph Heron,commissioned,200045,Alfred Waterhouse,On the record,,,His record names Waterhouse's design as the one he led the building of.,,
,200058,S&J Watts,built,PL-BASE-023,S&J Watts Warehouse (now Britannia Hotel),On the record,,,The S&J Watts record names the warehouse that is now the Britannia hotel.,,
,ORG-BASE-010,Manchester Schoolmistresses Association,founded by,GH-WOLSTENHOLME,Elizabeth Wolstenholme Elmy,On the record,,,Elizabeth Wolstenholme is recorded as the founder of the Manchester Schoolmistresses Association.,,
,ORG-BASE-012,Chorlton-on-Medlock Board of Guardians,governed relief in,PL-NH-018,Chorlton-on-Medlock,On the record,,,The Board of Guardians record and the Chorlton-on-Medlock record cover the same district.,,
,PL-BASE-030,Deaf and Dumb Institute (Grosvenor Street),provision for disabled people,COL-019,Provision for blind and disabled people,On the record,,,"The Deaf and Dumb Institute record describes education for deaf children, which is what this heading collects.",,
,PL-BASE-041,Chetham's College,the same foundation as,PL-BASE-044,Chetham's Library,On the record,,,Chetham's College and Chetham's Library are two records of one foundation.,,
,PL-BASE-009,Liverpool and Manchester Railway station,terminus in Castlefield,PL-BASE-004,Castlefield Basin,Not yet confirmed,,,"The Liverpool and Manchester Railway's Manchester terminus was on Liverpool Road, at the Castlefield basin.",,
,GH-NESWS,North of England Society for Women's Suffrage,named in her relationships,200084,Esther Roper,On the record,,,The record exists because Esther Roper's relationships column names the North of England Society for Women's Suffrage.,,
,VM-ADD-013,William Crawford Williamson,professor at,ORG-NH-007,Owens College / Manchester Museum natural-history structures,Not yet confirmed,,,William Crawford Williamson was the first professor of natural history at Owens College. His record's biographical fields are incomplete.,,
,200078,Mary Qualie,trade unionist,ORG-BASE-004,Manchester and Salford Women's Trades Council,Not yet confirmed,,,"Mary Qualie's record gives only ""Trade Unionist""; the Women's Trades Council is the collection's nearest body.",,
