relationship_id,source_id,source,relationship,target_id,target,evidence,period,evidence_summary,basis,follow_up,source_url
,PL-NH-010,White Moss,connected to,COL-001,Artisan botanists,Not yet confirmed,,,Connected people column for White Moss: Regional naturalists / Connected organisations column for White Moss: Regional botanical societies,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,PL-NH-011,Barton Moss and Botany Bay Wood,connected to,VM-ADD-011,Leo H. Grindon,On the record,,,Connected people column for Barton Moss and Botany Bay Wood: Leo H. Grindon and field naturalists,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,PL-NH-011,Barton Moss and Botany Bay Wood,connected to,ORG-NH-005,Manchester Field-Naturalists' Society,On the record,,,Connected organisations column for Barton Moss and Botany Bay Wood: Field-Naturalists' Society,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,PL-NH-012,Cotterill Clough,connected to,COL-001,Artisan botanists,On the record,,,Connected people column for Cotterill Clough: Manchester botanists,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,PL-NH-012,Cotterill Clough,connected to,ORG-NH-005,Manchester Field-Naturalists' Society,On the record,,,Connected organisations column for Cotterill Clough: Field-Naturalists' Society,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,PL-NH-013,Peter Street Natural History Museum,connected to,NH-005,John Leigh Philips,On the record,,,Connected people column for Peter Street Natural History Museum: John Leigh Philips,,https://www.manchester.ac.uk/about/history-heritage/history/buildings/museum/
,PL-NH-013,Peter Street Natural History Museum,connected to,COL-004,Private collections and museum institutions,On the record,,,Connected people column for Peter Street Natural History Museum: society donors and officers,,https://www.manchester.ac.uk/about/history-heritage/history/buildings/museum/
,PL-NH-015,"Manchester Museum, Oxford Road",connected to,VM-ADD-011,Leo H. Grindon,On the record,,,"Connected people column for Manchester Museum, Oxford Road: Grindon",,https://www.manchester.ac.uk/about/history-heritage/history/buildings/museum/
,PL-NH-015,"Manchester Museum, Oxford Road",connected to,NH-004,Joseph Sidebotham,On the record,,,"Connected people column for Manchester Museum, Oxford Road: Sidebotham",,https://www.manchester.ac.uk/about/history-heritage/history/buildings/museum/
,PL-NH-015,"Manchester Museum, Oxford Road",connected to,NH-009,Charles Bailey,On the record,,,"Connected people column for Manchester Museum, Oxford Road: Bailey",,https://www.manchester.ac.uk/about/history-heritage/history/buildings/museum/
,PL-NH-015,"Manchester Museum, Oxford Road",connected to,NH-010,Cosmo Melvill,On the record,,,"Connected people column for Manchester Museum, Oxford Road: Melvill",,https://www.manchester.ac.uk/about/history-heritage/history/buildings/museum/
,PL-NH-015,"Manchester Museum, Oxford Road",connected to,200068,Lydia Becker,On the record,,,"Connected people column for Manchester Museum, Oxford Road: Becker and others",,https://www.manchester.ac.uk/about/history-heritage/history/buildings/museum/
REL-012,PL-NH-016,Manchester Museum Herbarium,Herbarium transferred to,VM-ADD-011,Leo H. Grindon,On the record,1910,One of the museum's three major personal herbaria.,"Connected people column for Manchester Museum Herbarium: Grindon / Relationships sheet, row REL-012",Add terms and cataloguing history.,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
REL-014,PL-NH-016,Manchester Museum Herbarium,Herbarium transferred to,NH-009,Charles Bailey,On the record,1917,One of the museum's three major personal herbaria.,"Connected people column for Manchester Museum Herbarium: Bailey / Relationships sheet, row REL-014","Add terms, valuation and cataloguing history.",https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
REL-013,PL-NH-016,Manchester Museum Herbarium,Herbarium transferred to,NH-010,Cosmo Melvill,On the record,1904,One of the museum's three major personal herbaria.,"Connected people column for Manchester Museum Herbarium: Melvill / Relationships sheet, row REL-013",Investigate specimen sources and imperial collecting routes.,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
REL-011,PL-NH-016,Manchester Museum Herbarium,Specimens retained by,200068,Lydia Becker,On the record,1864 onward,Her award-winning competition specimens survive in the museum's botanical collection.,"Connected people column for Manchester Museum Herbarium: Becker / Relationships sheet, row REL-011",Identify competition organiser and accession path.,https://www.museum.manchester.ac.uk/collections/botany
,PL-NH-016,Manchester Museum Herbarium,connected to,NH-008,Benjamin Carrington,On the record,,,Connected people column for Manchester Museum Herbarium: Carrington,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,PL-NH-016,Manchester Museum Herbarium,connected to,NH-027,Mrs Hopkins,On the record,,,Connected people column for Manchester Museum Herbarium: Mrs Hopkins,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,PL-NH-016,Manchester Museum Herbarium,connected to,NH-028,Mrs P. Jaffrey,On the record,,,Connected people column for Manchester Museum Herbarium: Mrs P. Jaffrey,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,PL-NH-016,Manchester Museum Herbarium,connected to,PL-NH-015,"Manchester Museum, Oxford Road",On the record,,,Connected organisations column for Manchester Museum Herbarium: Manchester Museum,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,PL-NH-017,Pomona Gardens,connected to,VM-ADD-012,William and Joseph Beardsley Cornbrook,On the record,,,Connected people column for Pomona Gardens: William and Joseph Beardsley Cornbrook,,https://mousehouselife.wordpress.com/2023/10/25/escape-to-pomona-island/
,PL-NH-018,Chorlton-on-Medlock,connected to,VM-ADD-011,Leo H. Grindon,On the record,,,Connected people column for Chorlton-on-Medlock: Leo H. Grindon,,https://en.wikipedia.org/wiki/Chorlton-on-Medlock
,PL-NH-018,Chorlton-on-Medlock,connected to,PL-NH-021,Manchester Royal School of Medicine,On the record,,,Connected organisations column for Chorlton-on-Medlock: Royal School of Medicine,,https://en.wikipedia.org/wiki/Chorlton-on-Medlock
,PL-NH-018,Chorlton-on-Medlock,connected to,ORG-NH-007,Owens College / Manchester Museum natural-history structures,On the record,,,Connected organisations column for Chorlton-on-Medlock: Owens College,,https://en.wikipedia.org/wiki/Chorlton-on-Medlock
,PL-NH-018,Chorlton-on-Medlock,connected to,ORG-NH-005,Manchester Field-Naturalists' Society,On the record,,,Connected organisations column for Chorlton-on-Medlock: Field-Naturalists' Society,,https://en.wikipedia.org/wiki/Chorlton-on-Medlock
,PL-NH-019,Shudehill workshop,connected to,COL-001,Artisan botanists,Not yet confirmed,,,Connected organisations column for Shudehill workshop: Informal artisan network,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,PL-NH-020,"Mechanics' Institute building, Cooper Street",connected to,NH-002,John Horsefield,On the record,,,"Connected people column for Mechanics' Institute building, Cooper Street: John Horsefield",,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,PL-NH-020,"Mechanics' Institute building, Cooper Street",connected to,VM-ADD-011,Leo H. Grindon,On the record,,,"Connected people column for Mechanics' Institute building, Cooper Street: Leo H. Grindon",,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,PL-NH-021,Manchester Royal School of Medicine,connected to,VM-ADD-011,Leo H. Grindon,On the record,,,Connected people column for Manchester Royal School of Medicine: Leo H. Grindon,,https://lib-archives.ex.ac.uk/Record.aspx?id=EUL+MS+277&src=CalmView.Catalog
,PL-NH-022,River Irwell,connected to,COL-002,Manchester field naturalists,On the record,,,Connected people column for River Irwell: Manchester field naturalists,,https://en.wikipedia.org/wiki/River_Irwell
,PL-BASE-001,St. Ann's Church & Square,connected to,200001,Mary Fildes,On the record,,,Connected people column for St. Ann's Church & Square: Mary Fildes (spoke nearby during Peterloo),,https://www.stannsmanchester.com/
,PL-BASE-002,Manchester Royal Infirmary,connected to,200085,Eva Gore-Booth,On the record,,,Connected people column for Manchester Royal Infirmary: Eva Gore-Booth,,https://en.wikipedia.org/wiki/Manchester_Royal_Infirmary
,PL-BASE-006,Portico Library,connected to,200082,Elizabeth Gaskell,On the record,,,Connected people column for Portico Library: Elizabeth Gaskell,,https://www.theportico.org.uk/our-history
,PL-BASE-006,Portico Library,connected to,200068,Lydia Becker,On the record,,,Connected people column for Portico Library: Lydia Becker,,https://www.theportico.org.uk/our-history
,PL-BASE-008,Manchester Art Gallery,connected to,200082,Elizabeth Gaskell,On the record,,,Connected people column for Manchester Art Gallery: Elizabeth Gaskell,,https://manchesterartgallery.org/about/
,PL-BASE-008,Manchester Art Gallery,connected to,COL-005,Manchester women's suffrage network,On the record,,,Connected people column for Manchester Art Gallery: suffrage artists,,https://manchesterartgallery.org/about/
,PL-BASE-010,Salford Workhouse,connected to,GH-NIGHTINGALE,Florence Nightingale,On the record,,,Connected people column for Salford Workhouse: Florence Nightingale (visited),,https://www.workhouses.org.uk/Salford/
,PL-BASE-011,London Road Station (Piccadilly),connected to,200085,Eva Gore-Booth,On the record,,,Connected people column for London Road Station (Piccadilly): Eva Gore-Booth,,https://en.wikipedia.org/wiki/Manchester_Piccadilly_station
,PL-BASE-011,London Road Station (Piccadilly),connected to,COL-005,Manchester women's suffrage network,On the record,,,Connected people column for London Road Station (Piccadilly): suffragists,,https://en.wikipedia.org/wiki/Manchester_Piccadilly_station
,PL-BASE-012,Victoria Station,connected to,200086,Caroline Martyn,On the record,,,Connected people column for Victoria Station: Caroline Martyn (labour travels),,https://historicengland.org.uk/listing/the-list/list-entry/1254725
,PL-BASE-012,Victoria Station,connected to,200084,Esther Roper,On the record,,,Connected people column for Victoria Station: Esther Roper,,https://historicengland.org.uk/listing/the-list/list-entry/1254725
